"date","time","time_zone","format","text","notes","favorite","date_utc","time_utc","metadata"
"2023-08-09","16:03:11","Horário Padrão de Brasília","QR Code","35230851832046000612590009623410295352467960|20230803151555|6.50||PkCd7Je7pimbGnbt3N3FK+901eCb95ODxDHfl9jxuu1THD208uUuUjxQGvFR7QxhGDxsxrZl9BSG/R/BD79MBHegwAOzkAezmGLyeWvEJ1S4mhpYZt9r3/daksz5/rINCvPohiT1tcWTetadX2co3oiKL44aWWToeOFqSVB8IkzW8Kt/pIQQPYRDMw5bH2WB+fe5C2u0d4wmXgiAHk3iJC4/IxNqsUju22zxzgEB8gYmpdV6AO/uS9gKprha2cKMu8MMq8HsZF/1NWKd7v3bA7OlsE7euf36lTK45LgyMSt7w5PQQ8Ql90zQqhr2ad7skfHt09nkaVxKw+K/ykAuoA==","","0","2023-08-09","19:03:11",""
"2023-08-09","16:03:41","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421180656438809|20230807152507|23.50||JLa/3lFTtrPKpgiMWOq5uCDmprG+LSSKbz7vXbwoWp5rfNf72H6FBCf9c1MblENV9RUbTeEwnqE4wdaQLgffo5UTZyviR9l0AITflbfiKHcv9JsNz1KWs6pYKDPvlwiHVyjY0UF3MvuvNeaHvTpGZUgokPERfHfWs4e4MYeL8sKbpizGlqbGxAUoG8NP9idY4VhQgCVvmzC1J0mAsYBB3IzDOPHNYCpqGMMJ4QtrSBM6snF3opezcTSkcb53DbBYxCwuPH7a8trq0kSHl9rmjsmzayLpMlRDhVJshTNhDM33AkpGU6Pu8Rp6sHNtfCP2NB11nqkWp55UtFto+XxPJQ==","","0","2023-08-09","19:03:41","{""ec"":""L""}"
"2023-08-09","16:03:52","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421174827476713|20230804110000|135.00|33152832818|oeu4cg8SQlWyuvpAPw4kSVfQWR6h+9gNtJwxBlOE0nMf3s3I65KnqhuFHyMhCPz87svsSRZAN+2LPw/FHG3wRFqbtGnlJ/7tiMBUV5Z+Ml941J1EA2Xoo75vHKHtJU608MDPWx8TA+g2Ql63WWHTx7R76EXd/gQpB4Q6i2as5BQeKPxSs9csgoWdMq7YoKjbNP6ImZKWwmGcOGLbQnr7KO9uaNIeAkB8VtXIgijE1U8CSrfTWf8wJId1EaAYnZ9gQ50OyG397FEjDlY4eoqjtg6PsbxQGuIwtDBJ16GYlheqAdkF596qdKTLMpYSN9ZubeCeHLLvqDvQ6iMR8Ge2CQ==","","0","2023-08-09","19:03:52",""
"2023-08-09","16:03:57","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421172192440184|20230802152124|60.00||RdmOJaw8N36UUtp2qLVmrjTx3VzzRWEotlFsd34VwUQpu/CXzGgCYm90++tQvIC9Nx4D2bv7+fzJ5oEEJm7V+wmoIbBKRklQYRJTW4MFwNhRPDuRjdPeUPzhIiO8yHNnXYJWjjN3NbH37Iqf4cw0O3CHunOlRaTLdD0hli5vsv1VseLVAbuJA1aaiTh5nO7TcWHOU54rUHxPWPjyt4uaqfrqHkAN2x8whO5cePZVaftHOeEYeRPxxKaSYmhonPihxzcwa+E5+MNlJtbfpP07wviD3VVRyggtz1i3omUVdGiQzsffVLGr3KmgwIP5EoLE6v+dgiAhR7S9pYZ7FLFGUA==","","0","2023-08-09","19:03:57","{""ec"":""L""}"
"2023-08-09","16:04:05","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421172811847567|20230803081407|3.50||GNN8bwFD3HxYcwNP97kyiJrt3IF4hwwqlJHQBucNXZUQyMG90/wPYr5ASFsKAMjUU10M1JKeSq/QfqE0OuiekNrg/3Gjizp5mQ8vF7MbHQJquP+OF9Pwue6fXl9xIrQtLSWcgzFgCKXJU796ahN8aGRYfOXqWWW5gXeyvc/Dz9tG/p7EeZIsv34ePG3UrfMzY6SrDUBGXcYpxaINY3w0X+x6VKuS+itePZlVdq+7Bn5/CjtXIKtx9g6BxdAl7Nc5JXH/sp7YOhgC5okWHg8E+pCKxqyNcbya5GgeoIOqOyBtgzFHke3S5imarXKqlEE1n67llG06ckPMM8ytYtzsoA==","","0","2023-08-09","19:04:05","{""ec"":""L""}"
"2023-08-09","16:04:24","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421172281685905|20230802160757|19.10||z2U+Y78RjQcGPJNsbjyUnq18GM3Sh2zFjXICNXl0O8B6QM976CGEdKAtuqb8MlGYg22DoRSCkcUjmZWRZ1yumjj1tO/tNxv2qxJnqQXKxwV+V377mOVZW7jVMSyBJMasg+IQU/Be39/zSKSKiuZ6oTLjp6AW1MZDe7xydfb9HPFOrKuoXoqNGIu0iEBFGDuCSNcT2tIAfaBicVLusCT6QaUl6T737lb13krFFrVTDwd64Sl+7yUBT3oCKResRi/2a+iLDse8JF9VdJfOciRDAnPLUm+mA162dZuBzfKfBir9jW3p47tOW7ybiy0ck7h3D4raaqZo624cEXfsXgM8eg==","","0","2023-08-09","19:04:24",""
"2023-08-09","16:04:31","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421172424184629|20230802174937|32.50||C+6xMrjNnHuIYO7yCz2BDGY20H1AhsWD8laO2CnVxPtYzhEpBtZISVP7yhzb3NXwtx3KyYZqkTlQaXxaY07RWFt4lWdZIjhgLue49GN/QzomOgnKOlG0wRJCWLK1/QfYijs9PC0oKnRXaRyh5q23gAAUVbN2KKpSxk0AgZf/w9kRuSNgnonVBXa+FSQSimSlxg0a6pIvrBxAAbEz/1eZwHinxFa2eVxReCGwIiFo6Vvvxn5JnfQ6u/Os3aZrs2gFjwj6gOWuz7rw2Zis1QWOs/D9CZ5/T6cYgsA+AeAiprACAN57AKjHcPGdEJywdpt3eXK9IZEVkURF4ikooiC83A==","","0","2023-08-09","19:04:31",""
"2023-08-09","16:04:39","Horário Padrão de Brasília","QR Code","35230851832046000612590009623410296635079616|20230806071527|44.07|47546516854|RQ3KaMyca0keKte4FU3m3RUaSBKkXKhJ+Y0fDpouRoWVJK57b7C4ndCQsDhDpUyVb0PPlkaOmMZovLrMHNPmoEDXlGgjPzMdimoENraldx0Altn9n8W0ndKTxQL2pzvYLYwm/i+5p91GoIhn16M9ESRgi71z/bEMldGPgInxRFwQgphiGrdUDwWhaBGs4fijoeAeLZQn/xJsGbcgt+uNLgNqypQWpV+oISNu+eseDVg30F0zhyGeVBBsrBEcx4L3CI2ZVCFyB+52gXRulGfyFTlPak7QdXWdpvNDLExhF8bc+xkdizbvcDd8K8UY37sMyvQYDn8UdxQ4tyJALy13DQ==","","0","2023-08-09","19:04:39","{""ec"":""L""}"
"2023-08-09","16:04:57","Horário Padrão de Brasília","QR Code","35230851832046000612590009623421173704195637|20230803164842|20.00||bif+hvvogmPGuG4QCPG4PaxfKzw8GeHBCu+Re0uTJnYpJmX26ehhBa1PjUil4Kphgyvg7mFUoKGnsLoimLIMGjdAxE2SapirFw/y8z8xGMkLDu4XWTT8J/ijYm/XhLAW9u9Pf3MbeaeAnPBQdXM8uR/CgBur9Alsq71v+/39t7uQr70BFdUkSNJqtVa7OEHkdnciooVifECnF7VjIZHPh6Xo4cIY+YqOpUutvdm0s8y3C8Q7AvpCFLPwLZynlXtJeX32AQ+5wPqrQfbqoK+uCUAGtzo+RcAB2GBLcq0i0ex0ptodyzKkxlK1rmBzSmwXdIsJyrphzZgKidtctK7SnA==","","0","2023-08-09","19:04:57","{""ec"":""L""}"
"2023-08-09","16:05:04","Horário Padrão de Brasília","QR Code","35230851832046000612590009623410295426956152|20230803174738|25.00||GWCRddwauJbOOyNLxR80e8MyjhtQiLsK6C/8misRwZKhNLy0yELZUiC0QXKCSeDXmQZDbzHHjFvPLm/T70OwS94AiNKh1iVn4JZ5IeFwnTt4c6taBG9UelrK6kQKEac8TZyJFWL/9WEl+sLNLQPfeA9eaD6YTS3lq1XdW55rHtPBeXr8MLu84vs5G3GCh1Omj0B13cMkHdRn1EsU7KoT6dCuaYzC42GvPYRYgoCPBbMCFfrnvxSCJ0yz850WTkMkbY1hxs45NePqMsajcID9iu0jmBk0G42hqrBz0ij8vOTn2XbqLKO6BwdHsn6W60HrRY/bB00LBgYOAWE2d4Ybvg==","","0","2023-08-09","19:05:04","{""ec"":""L""}"
